SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	subject	Beta_ERC	Beta_BA35	Beta_BA36	Beta_SUB	Beta_CA1	Beta_CA2	Beta_CA3	Beta_DG	Beta_PHC	Beta_HT
1	9	12	38	71832	1723	63.73723418742884	1	1.0	1091.5366359986365	0.0	82.0		1	1.0	0.0	1.0	2.0	0	subj01	0.7380579710144928	1.4256846473029046	0.7027505112474438	0.9968857142857142	0.834435261707989	1.0045098039215687	0.6902083333333332	1.4595538057742783	1.4735294117647058	0.55239625167336
1	9	12	39	54836	2678	63.73728048184421	0	1.0	1081.014392984798	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.5233623188405796	1.4627524204702629	1.3569069529652351	0.6097428571428573	0.301969696969697	0.3698039215686274	0.0364583333333334	0.7751049868766404	0.60947209653092	0.458487282463186
1	9	12	40	19336	6420	63.73732677788939	1	0.0	1018.2848920230751	0.0	3151.0		0	1.0	1.0	0.0	1.0	0	subj01	-0.0859420289855072	0.9521576763485478	0.6963854805725973	0.1073809523809524	-0.0781818181818181	-0.1358823529411764	0.7383333333333333	0.3145013123359579	0.5768929110105581	0.155528781793842
1	9	12	41	3606	5138	63.73737307556439	1	1.0	1837.5810919969808	0.0	2779.0		0	0.0	0.0	1.0	2.0	0	subj01	-0.6434106280193237	0.7564730290456432	0.6602453987730061	0.0602380952380952	-0.0011570247933883	0.5537254901960784	0.3196874999999999	0.3822047244094488	1.007571644042232	0.2934939759036145
1	9	12	42	6523	2332	63.737419371376745	0	0.0	1828.6849719879683	0.0			0	0.0	0.0	1.0	2.0	0	subj01	0.0369855072463767	0.5756431535269709	0.249381390593047	0.4643333333333332	0.2313911845730027	-0.14	0.8276041666666667	0.348005249343832	1.579185520361991	0.0821151271753681
1	9	12	43	19105	2405	63.737465658108704	0	1.0	1602.2206069901583	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-1.0845797101449275	0.1393222683264177	-0.0688241308793455	-0.2915523809523809	-0.4261019283746556	-0.6799999999999999	-0.0394791666666666	-0.5814435695538058	0.5568325791855204	-0.3653145917001338
1	9	12	44	48234	2013	63.73751195846125	1	1.0	3106.07876200811	1.0	2586.0		0	0.0	1.0	1.0	2.0	0	subj01	-0.2211884057971014	0.1773858921161826	0.1724539877300613	0.3428285714285713	-0.3474517906336088	-0.2231372549019608	0.6310416666666667	-0.2486876640419947	0.789185520361991	-0.0308299866131191
1	9	12	45	18339	2181	63.737558252876624	0	0.0	1461.20027298457	0.0			0	0.0	0.0	1.0	2.0	0	subj01	0.1729661835748792	-0.5957676348547717	0.1382004089979549	0.4441809523809524	-0.3066804407713499	0.9241176470588236	0.8711458333333333	-0.1299475065616798	0.2101357466063348	0.2304551539491298
1	9	12	46	71977	4142	63.73765084135812	1	1.0	605.6511260103433	0.0	129.0		1	1.0	0.0	1.0	2.0	0	subj01	0.0519806763285024	0.1047302904564314	0.0772903885480573	-0.2366666666666667	-0.1580853994490358	-0.3701960784313725	-0.7013541666666666	-0.229265091863517	0.0661538461538461	-0.0769745649263721
1	9	12	47	45635	9489	63.73769713484216	1	1.0	782.0182120194658	0.0	2890.0	3248.0	0	0.0	0.0	2.0	2.0	0	subj01	1.231024154589372	0.5360027662517289	0.4302453987730061	0.4128761904761904	-0.0069696969696969	-0.2592156862745098	0.2061458333333333	-0.0051968503937008	0.9340874811463048	-0.0130388219544846
1	9	12	48	65481	9163	63.7377433560323	1	1.0	727.0428170158993	0.0	247.0		1	1.0	0.0	1.0	2.0	0	subj01	0.758647342995169	0.6166804979253112	0.2467944785276074	-0.0378571428571428	-0.0134022038567492	-0.1323529411764706	0.4872916666666666	0.0754593175853018	0.4344193061840121	-0.3825435073627845
1	9	12	49	68533	9932	63.73778965312522	0	0.0	3067.962682020152	1.0			0	0.0	1.0	1.0	2.0	0	subj01	-0.1610531400966184	0.3792946058091286	0.1535633946830266	-0.130847619047619	-0.3375895316804407	-0.1311764705882353	0.6939583333333332	-0.2519422572178477	0.3163650075414781	-0.139330655957162
1	9	12	50	37530	6066	63.73783594847191	1	0.0	1500.3696820058394	0.0	6265.0		0	1.0	1.0	0.0	1.0	0	subj01	-0.8973816425120772	-0.1224619640387274	-0.3083026584867075	-0.6241238095238095	-0.2010468319559228	0.0774509803921568	0.158125	-0.1166666666666666	0.5095776772247359	-0.4059437751004016
1	9	12	51	4300	6870	63.73788224207237	1	0.0	1202.0805579959415	0.0	786.0		0	1.0	1.0	0.0	1.0	0	subj01	-0.1314975845410628	0.2678423236514523	0.1211451942740286	-0.0564095238095238	-0.1834159779614325	-0.3725490196078431	-0.2119791666666666	0.1474934383202099	0.0312066365007541	0.0164926372155287
1	9	12	52	15181	9269	63.737928547663614	0	1.0	800.679307023529	0.0			0	1.0	1.0	0.0	1.0	0	subj01	0.8762995169082127	0.2927800829875518	0.5233486707566463	0.2481714285714285	0.0473002754820936	-0.4645098039215686	0.0081249999999999	0.1596456692913386	0.3666817496229261	-0.0644444444444444
1	9	12	53	60187	828	63.73797484498937	0	1.0	1268.4940439939965	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.1646666666666666	0.6530843706777317	0.4908486707566463	-0.3201428571428572	-0.1506749311294766	-0.1554901960784313	-0.4666666666666667	0.3192125984251968	1.2149321266968325	-0.1765729585006693
1	9	12	54	14411	1635	63.738021142431535	0	1.0	1146.9517739897128	0.0			0	1.0	1.0	0.0	1.0	0	subj01	-0.1997971014492753	0.4516044260027662	0.9240286298568507	-0.4438380952380952	-0.1384159779614325	-0.0443137254901961	-0.4340625	0.2111942257217847	0.2045852187028657	0.2671218206157965
1	9	12	55	33787	7036	63.738113688654266	1	0.0	882.1220940153581	0.0	1432.0	1458.0	0	1.0	1.0	0.0	1.0	0	subj01	-0.7443478260869564	1.1513139695712309	0.9091359918200408	-0.1110857142857142	0.4543526170798899	0.3266666666666666	-0.1516666666666666	1.0659055118110237	1.78316742081448	0.0292235609103079
