SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	subject
1	1	3	53	5119	6692	0.5181901528267189	0	1.0	1685.9664340008749	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	54	64648	3824	0.518282750621438	0	1.0	861.348234997422	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	55	33749	1160	0.5183290386339648	0	1.0	859.0956209955039	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	56	3372	7046	0.518375325948	1	0.0	1531.4413700034493	0.0	121.0		1	0.0	1.0	0.0	1.0	0	subj01
1	1	3	57	32142	7852	0.5184216280467808	0	1.0	1712.564295004995	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	58	8735	5291	0.5184679159428924	0	1.0	1093.146870000055	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	59	15277	3595	0.5185142115224152	0	0.0	1847.4184700025944	0.0			0	0.0	0.0	1.0	2.0	0	subj01
1	1	3	60	21487	2325	0.5185605051228775	0	1.0	647.3786950009526	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	61	5102	4285	0.5186068030307069	0	1.0	755.8150510012637	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	62	63807	8561	0.5186530988430604	0	1.0	1218.9658630013582	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	3	63	65973	3014	0.5186993906972929	1	1.0	1322.9270129959332	0.0	95.0		1	1.0	0.0	1.0	2.0	0	subj01
1	1	4	1	30374	403	0.5207594435196369	1	1.0	1129.8486289961147	0.0	14.0		1	1.0	0.0	1.0	2.0	0	subj01
1	1	4	2	44981	612	0.5208057549316436	1	1.0	1560.8474890032085	0.0	153.0		1	1.0	0.0	1.0	2.0	0	subj01
1	1	4	3	70328	4687	0.5208520371234044	0	1.0	1079.8061360037536	0.0			0	1.0	1.0	0.0	1.0	0	subj01
1	1	4	4	38219	9425	0.5208983381744474	1	0.0	1835.9902479933223	0.0	170.0		1	0.0	1.0	0.0	1.0	0	subj01
1	1	4	5	26697	7750	0.5209446182707324	0	1.0	1126.3930659988544	0.0			0	1.0	1.0	0.0	1.0	0	subj01
